UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	TAXONOMY	ORGANISM_GENUS_SPECIES
NC_058692.1	NC_058692	1	Aconitum piepunense	155836	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Ranunculaceae; Ranunculoideae; Delphinieae; Aconitum	Aconitum piepunense
NC_058691.1	NC_058691	1	Stylosanthes guianensis	156763	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; dalbergioids sensu lato; Dalbergieae; Pterocarpus clade; Stylosanthes	Stylosanthes guianensis
NC_058690.1	NC_058690	1	Phoebe minutiflora	152654	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe minutiflora
NC_058689.1	NC_058689	1	Phoebe hunanensis	152791	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Phoebe	Phoebe hunanensis
NC_058688.1	NC_058688	1	Casuarina cunninghamiana	156129	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Casuarinaceae; Casuarina	Casuarina cunninghamiana
NC_058687.1	NC_058687	1	Gentiana arethusae	137458	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Gentianaceae; Gentianeae; Gentianinae; Gentiana	Gentiana arethusae
NC_058650.1	NC_058650	1	Calanthe arcuata	158735	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Collabieae; Calanthe	Calanthe arcuata
NC_058649.1	NC_058649	1	Caragana roborovskyi	129112	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Caraganeae; Caragana	Caragana roborovskyi
NC_058648.1	NC_058648	1	Flagellaria indica	161643	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Flagellariaceae; Flagellaria	Flagellaria indica
NC_058647.1	NC_058647	1	Arcangelisia gusanlung	162509	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Menispermaceae; Chasmantheroideae; Coscinieae; Arcangelisia	Arcangelisia gusanlung
NC_058646.1	NC_058646	1	Camellia micrantha	156958	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia micrantha
NC_058642.1	NC_058642	1	Corydalis fangshanensis	192554	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Papaveraceae; Fumarioideae; Corydalis	Corydalis fangshanensis
NC_058633.1	NC_058633	1	Butia eriospatha	154048	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Arecaceae; Arecoideae; Cocoseae; Attaleinae; Butia	Butia eriospatha
NC_058632.1	NC_058632	1	Pallavicinia lyellii	124105	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Marchantiophyta; Jungermanniopsida; Pelliidae; Pallaviciniales; Pallaviciniineae; Pallaviciniaceae; Pallavicinia	Pallavicinia lyellii
NC_058631.1	NC_058631	1	Bupleurum rockii	155121	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Bupleureae; Bupleurum	Bupleurum rockii
NC_058630.1	NC_058630	1	Bupleurum kweichowense	155025	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Bupleureae; Bupleurum	Bupleurum kweichowense
NC_058629.1	NC_058629	1	Bupleurum shanianum	154925	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Bupleureae; Bupleurum	Bupleurum shanianum
NC_058628.1	NC_058628	1	Bupleurum yunnanense	155211	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Bupleureae; Bupleurum	Bupleurum yunnanense
NC_058626.1	NC_058626	1	Sloanea hemsleyana	158085	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Oxalidales; Elaeocarpaceae; Sloanea	Sloanea hemsleyana
NC_058625.1	NC_058625	1	Mimusops coriacea	159689	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Sapotaceae; Sapotoideae; Mimusops	Mimusops coriacea
NC_058624.1	NC_058624	1	Elaeocarpus decipiens	158148	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Oxalidales; Elaeocarpaceae; Elaeocarpus	Elaeocarpus decipiens
NC_058623.1	NC_058623	1	Zostera japonica	146090	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Zosteraceae; Zostera	Zostera japonica
NC_058622.1	NC_058622	1	Phyllospadix iwatensis	152726	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Zosteraceae; Phyllospadix	Phyllospadix iwatensis
NC_058621.1	NC_058621	1	Zostera nigricaulis	145883	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Zosteraceae; Zostera	Zostera nigricaulis
NC_058619.1	NC_058619	1	Helwingia chinensis	158483	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Helwingiaceae; Helwingia	Helwingia chinensis
NC_058618.1	NC_058618	1	Dendrobium findlayanum	153713	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Malaxideae; Dendrobiinae; Dendrobium	Dendrobium findlayanum
NC_058617.1	NC_058617	1	Ficus pumila	160248	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Moraceae; Ficeae; Ficus	Ficus pumila
NC_058616.1	NC_058616	1	Ilex pernyi	157220	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex pernyi
NC_058615.1	NC_058615	1	Leptopus cordifolius	155027	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Phyllanthaceae; Phyllanthoideae; Poranthereae; Leptopus	Leptopus cordifolius
NC_058614.1	NC_058614	1	Sonchus brachyotus	152144	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Cichorioideae; Cichorieae; Hyoseridinae; Sonchus	Sonchus brachyotus
NC_058613.1	NC_058613	1	Lactuca tatarica	152401	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Cichorioideae; Cichorieae; Lactucinae; Lactuca	Lactuca tatarica
NC_058605.1	NC_058605	1	Paraphlomis koreana	152128	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Lamioideae; Paraphlomideae; Paraphlomis	Paraphlomis koreana
NC_058601.1	NC_058601	1	Brachypodium sylvaticum	136392	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Stipodae; Brachypodieae; Brachypodium	Brachypodium sylvaticum
NC_058595.1	NC_058595	1	Mallotus paniculatus	164455	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Euphorbiaceae; Acalyphoideae; Acalypheae; Mallotus	Mallotus paniculatus
NC_058593.1	NC_058593	1	Athrotaxis cupressoides	134248	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Conifers II; Cupressales; Cupressaceae; Athrotaxis	Athrotaxis cupressoides
NC_058592.1	NC_058592	1	Leonurus cardiaca	151236	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Lamioideae; Leonureae; Leonurus	Leonurus cardiaca
NC_058591.1	NC_058591	1	Alsophila denticulata	154046	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Polypodiopsida; Polypodiidae; Cyatheales; Cyatheaceae; Alsophila	Alsophila denticulata
NC_058590.1	NC_058590	1	Evolvulus alsinoides	157015	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Convolvulaceae; Cresseae; Evolvulus	Evolvulus alsinoides
NC_058582.1	NC_058582	1	Citrullus ecirrhosus	157009	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Citrullus	Citrullus ecirrhosus
NC_058581.1	NC_058581	1	Citrullus naudinianus	156926	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Cucurbitales; Cucurbitaceae; Benincaseae; Citrullus	Citrullus naudinianus
NC_058579.1	NC_058579	1	Berberis duclouxiana	165384	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Berberidaceae; Berberidoideae; Berberideae; Berberis	Berberis duclouxiana
NC_058577.1	NC_058577	1	Sparganium natans	161635	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Typhaceae; Sparganium	Sparganium natans
NC_058575.1	NC_058575	1	Isodon nervosus	152669	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Ocimeae; Isodoninae; Isodon	Isodon nervosus
NC_058574.1	NC_058574	1	Aster sampsonii	152686	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Astereae; Australasian lineages; Asterinae; Aster	Aster sampsonii
NC_058572.1	NC_058572	1	Primula violaris	153630	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Primulaceae; Primula	Primula violaris
NC_058571.1	NC_058571	1	Veronica eriogyne	151083	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Plantaginaceae; Veroniceae; Veronica; Veronica subgen. Stenocarpon	Veronica eriogyne
NC_058570.1	NC_058570	1	Sloanea leptocarpa	158077	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Oxalidales; Elaeocarpaceae; Sloanea	Sloanea leptocarpa
NC_058569.1	NC_058569	1	Polygonatum acuminatifolium	155354	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum acuminatifolium
NC_058568.1	NC_058568	1	Polygonatum uncinatum	155797	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum uncinatum
NC_058567.1	NC_058567	1	Polygonatum tessellatum	155688	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum tessellatum
NC_058566.1	NC_058566	1	Polygonatum punctatum	155657	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum punctatum
NC_058565.1	NC_058565	1	Polygonatum prattii	155915	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum prattii
NC_058564.1	NC_058564	1	Polygonatum nodosum	155205	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum nodosum
NC_058563.1	NC_058563	1	Polygonatum multiflorum	155495	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum multiflorum
NC_058562.1	NC_058562	1	Polygonatum macropodum	154610	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum macropodum
NC_058561.1	NC_058561	1	Polygonatum jinzhaiense	155510	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum jinzhaiense
NC_058560.1	NC_058560	1	Polygonatum involucratum	155370	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum involucratum
NC_058557.1	NC_058557	1	Polygonatum hookeri	155976	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum hookeri
NC_058556.1	NC_058556	1	Polygonatum hirtum	155490	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum hirtum
NC_058555.1	NC_058555	1	Polygonatum filipes	155334	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum filipes
NC_058554.1	NC_058554	1	Polygonatum curvistylum	155939	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Polygonatum	Polygonatum curvistylum
NC_058553.1	NC_058553	1	Heteropolygonatum ogisui	155665	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Asparagaceae; Nolinoideae; Heteropolygonatum	Heteropolygonatum ogisui
NC_058551.1	NC_058551	1	Magnolia obovalifolia	160073	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Magnoliales; Magnoliaceae; Magnolia	Magnolia obovalifolia
NC_058550.1	NC_058550	1	Magnolia figlarii	160043	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Magnoliales; Magnoliaceae; Magnolia	Magnolia figlarii
NC_058548.1	NC_058548	1	Ulota hutchinsiae	123615	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Bryanae; Orthotrichales; Orthotrichaceae; Ulota	Ulota hutchinsiae
NC_058547.1	NC_058547	1	Ptychomnion cygnisetum	123452	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Ptychomniales; Ptychomniaceae; Ptychomnion	Ptychomnion cygnisetum
NC_058546.1	NC_058546	1	Orthotrichum stellatum	123253	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Bryanae; Orthotrichales; Orthotrichaceae; Orthotrichum	Orthotrichum stellatum
NC_058545.1	NC_058545	1	Callicladium imponens	125195	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Hypnales; Callicladiaceae; Callicladium	Callicladium imponens
NC_058544.1	NC_058544	1	Funaria hygrometrica	122213	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Funariidae; Funariales; Funariaceae; Funaria	Funaria hygrometrica
NC_058543.1	NC_058543	1	Entosthodon attenuatus	122879	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Funariidae; Funariales; Funariaceae; Entosthodon	Entosthodon attenuatus
NC_058542.1	NC_058542	1	Bryum argenteum	125137	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Bryanae; Bryales; Bryaceae; Bryum	Bryum argenteum
NC_058540.1	NC_058540	1	Pseudanomodon attenuatus	125282	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Bryophyta; Bryophytina; Bryopsida; Bryidae; Hypnanae; Hypnales; Neckeraceae; Pseudanomodon	Pseudanomodon attenuatus
NC_058537.1	NC_058537	1	Dalbergia nigra	155330	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; dalbergioids sensu lato; Dalbergieae; Dalbergia clade; Dalbergia	Dalbergia nigra
NC_058535.1	NC_058535	1	Gentiana triflora	149125	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Gentianaceae; Gentianeae; Gentianinae; Gentiana	Gentiana triflora
NC_058534.1	NC_058534	1	Smilax glabra	157889	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Liliales; Smilacaceae; Smilax	Smilax glabra
NC_058533.1	NC_058533	1	Callicarpa rubella	154202	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Callicarpoideae; Callicarpa	Callicarpa rubella
NC_058532.1	NC_058532	1	Mazus omeiensis	153353	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Mazaceae; Mazus	Mazus omeiensis
NC_058531.1	NC_058531	1	Bulbophyllum reptans	158389	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Malaxideae; Dendrobiinae; Bulbophyllum	Bulbophyllum reptans
NC_058529.1	NC_058529	1	Aquilegia yangii	161820	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Ranunculaceae; Thalictroideae; Aquilegia	Aquilegia yangii
NC_058528.1	NC_058528	1	Aquilegia kansuensis	162090	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Ranunculaceae; Thalictroideae; Aquilegia	Aquilegia kansuensis
NC_058527.1	NC_058527	1	Aquilegia yabeana	162094	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Ranunculaceae; Thalictroideae; Aquilegia	Aquilegia yabeana
NC_058526.1	NC_058526	1	Eutrema yungshunense	152597	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Eutremeae; Eutrema	Eutrema yungshunense
